#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition

有名な俳優だけあって、演技が素晴らしい。	ゆうめいなはいゆうだけあって、えんぎがすばらしい。	As befits a famous actor, his acting is wonderful.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:285710c39991.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
長年の経験だけあって、彼の判断は正確だ。	ながねんのけいけんだけあって、かれのはんだんはせいかくだ。	No wonder; with years of experience, his judgment is accurate.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:e2fc7fe96511.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
一流大学出身だけあって、彼は優秀だ。	いちりゅうだいがくしゅっしんだけあって、かれはゆうしゅうだ。	As expected from a top university graduate, he's excellent.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:7c82a876c857.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:low source:shin-kanzen
毎日の練習だけあって、彼は上手だ。	まいにちのれんしゅうだけあって、かれはじょうずだ。	No wonder, with daily practice, he's skilled.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:603376ddcad1.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
子どもの時から学んだだけあって、流暢だ。	こどものときからまなんだだけあって、りゅうちょうだ。	As expected from learning since childhood, she's fluent.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:09200545b5af.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
大きなコンサート会場だけあって、音響がいい。	おおきなこんさーとかいじょうだけあって、おんきょうがいい。	As befits a large concert hall, the acoustics are good.	だけあって	N / V-plain + だけあって (as expected from; worthy of its reputation)	だけあって: merit-proportional outcome — quality justified by reputation/status	As expected		[sound:ff4755af309f.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
金銭的な援助だけが可能だ。	きんせんてきなえんじょだけがかのうだ。	Only financial assistance is possible.	だけだ	V-dict / N + だけだ (all one can do is; merely; just)	だけあって: stakes match the merit — outcome is befitting the cause	Only/merely		[sound:b239588f7514.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
彼の意見だけが重要だ。	かれのいけんだけがじゅうようだ。	Only his opinion matters.	だけだ	V-dict / N + だけだ (all one can do is; merely; just)	だけあって: stakes match the merit — outcome is befitting the cause	Only/merely		[sound:a84053a9e1d7.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
昨日の出来事だけを覚えている。	きのうのできごとだけをおぼえている。	I only remember yesterday's events.	だけだ	V-dict / N + だけだ (all one can do is; merely; just)	だけあって: stakes match the merit — outcome is befitting the cause	Only/merely		[sound:9a342731e73d.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:low source:shin-kanzen
文法だけを勉強した。	ぶんぽうだけをべんきょうした。	I studied only grammar.	だけだ	V-dict / N + だけだ (all one can do is; merely; just)	だけあって: stakes match the merit — outcome is befitting the cause	Only/merely		[sound:1ab24d7b5473.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top5k source:shin-kanzen
この方法しか解決策がない。	このほうほうしかかいけつさくがない。	This is the only solution; there's no other way.	しか (negative)	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: merit-proportional outcome — result justified by the prior quality	Only X		[sound:0d302fdffe5c.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
彼にしか分からない。	かれにしかわからない。	Only he understands; others can't.	しか (negative)	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: reputation confirms reality — as expected from the known status	Only X		[sound:e11632784317.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
日本語を少ししか話せない。	にほんごをすこししかはなせない。	I can speak only a little Japanese.	しか (negative)	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: earned distinction — the quality is proportional to the cause	Only X		[sound:05a85d472cf0.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
コーヒーしか飲まない。	こーひーしかのまない。	I drink only coffee; nothing else.	しか (negative)	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: concessive acknowledgment — granted the merit, the result follows	Only X		[sound:52907ddac879.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top1k source:shin-kanzen
一度しか会ったことがない。	いちどしかあったことがない。	I've only met once; never before or after.	しか (negative)	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: causal sufficiency — the merit alone is enough to explain Y	Only X		[sound:a42631a9dc1c.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
日本語だけができます。	にほんごだけができます。	I can only speak Japanese.	だけ	N / V-plain + だけ (only; as much as; to the extent that)	だけあって: merit-proportional outcome — result justified by the prior quality	だけ		[sound:419543a52093.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
選択肢しかありません。	せんたくししかありません。	We have no choice; there are only options.	しか	N + しか + V-ない (only; nothing but; with negative verb)	だけあって: reputation confirms reality — as expected from the known status	しか		[sound:bdea96c22fc7.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
