#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#
#deck:Japanese Grammar (Strict)::02 - N4 Grammar::Recognition

彼が来るかどうか分からない。	かれがくるかどうかわからない。	I don't know whether or not he's coming.	かどうか	かどうか	Whether/if	Whether or not		[sound:796c98c250a4.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
それが本当かどうか確認しよう。	それがほんとうかどうかかくにんしよう。	Let's check whether or not that's true.	かどうか	かどうか	Whether/if	Whether or not		[sound:bbcb3dd0ed63.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
彼女が同意するかどうか聞いてみた。	かのじょがどういするかどうかきいてみた。	I asked whether or not she would agree.	かどうか	かどうか	Whether/if	Whether or not		[sound:bd41672d80f1.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:low source:shin-kanzen
成功するかどうかは分からない。	せいこうするかどうかはわからない。	It's uncertain whether or not it will succeed.	かどうか	かどうか	Whether/if	Whether or not		[sound:0161d0866e82.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
その計画が実行されるかどうか見守ろう。	そのけいかくがじっこうされるかどうかみまもろう。	Let's watch whether or not that plan is implemented.	かどうか	かどうか	Whether/if	Whether or not		[sound:fdab9fee8d02.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
雨が降るかどうか天気予報を見た。	あめがふるかどうかてんきよほうをみた。	I checked the forecast to see if it will rain or not.	かどうか	かどうか	Whether/if	Whether or not		[sound:9ac1850ae2c7.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top5k source:shin-kanzen
彼が本気かどうか疑わしい。	かれがほんきかどうかうたがわしい。	It's doubtful whether or not he's serious.	かどうか	かどうか	Whether/if	Whether or not		[sound:f60834773c1c.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:low source:shin-kanzen
新しい製品が売れるかどうか試してみた。	あたらしいせいひんがうれるかどうかためしてみた。	We tested whether or not the new product would sell.	かどうか	かどうか	Whether/if	Whether or not		[sound:121e6bc6beea.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
彼はどこに住んでいるか分からない。	かれはどこにすんでいるかわからない。	I don't know where he lives.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:2b2a8351459a.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
何時に出発するか教えてください。	なんじにしゅっぱつするかおしえてください。	Please tell me what time we're departing.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:ac5d2b00ceee.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top10k source:shin-kanzen
誰がそれをしたか知っていますか。	だれがそれをしたかしっていますか。	Do you know who did that?	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:09311b90257b.mp3]	module:02-n4 jlpt:n4 point:かどうか complexity:standard frequency:top1k source:shin-kanzen
